"","pathway","description","genes_in_pathway","matches","%_match","pValue","adj.pValue","overlap"
"GO:0043207","GO:0043207","""response to external biotic stimulus""","70","4","5.71","0.0982666262688523","0.944537571738779","8620966,8625513,8627224,8629083"
"GO:0051707","GO:0051707","""response to other organism""","70","4","5.71","0.0982666262688523","0.944537571738779","8620966,8625513,8627224,8629083"
"GO:0042330","GO:0042330","""taxis""","157","7","4.46","0.0992543704141405","0.951031656138006","8615885,8618108,8618665,8624075,8625513,8629014,8629223"
"GO:0031288","GO:0031288","""sorocarp morphogenesis""","71","4","5.63","0.102206601745952","0.976249264952713","8616702,8617667,8620083,8622088"
"GO:1901261","GO:1901261","""regulation of sorocarp spore cell differentiation""","22","2","9.09","0.104264866308957","0.98663058274345","8620128,8629223"
"GO:0051593","GO:0051593","""response to folic acid""","22","2","9.09","0.104264866308957","0.98663058274345","8625513,8629223"
"GO:0033273","GO:0033273","""response to vitamin""","22","2","9.09","0.104264866308957","0.98663058274345","8625513,8629223"
"GO:0007189","GO:0007189","""adenylate cyclase-activating G protein-coupled receptor signaling pathway""","48","3","6.25","0.118583733239454","0.993635966356533","8617472,8620128,8624075"
"GO:0044419","GO:0044419","""biological process involved in interspecies interaction between organisms""","75","4","5.33","0.11867441476973","0.993635966356533","8620966,8625513,8627224,8629083"
"GO:0045165","GO:0045165","""cell fate commitment""","5","1","20","0.119353713057595","0.993635966356533","8628675"
"GO:0000902","GO:0000902","""cell morphogenesis""","23","2","8.7","0.11238513230504","0.993635966356533","8626671,8629223"
"GO:0042742","GO:0042742","""defense response to bacterium""","46","3","6.52","0.107810004841273","0.993635966356533","8620966,8627224,8629083"
"GO:0043649","GO:0043649","""dicarboxylic acid catabolic process""","5","1","20","0.119353713057595","0.993635966356533","8622433"
"GO:0015980","GO:0015980","""energy derivation by oxidation of organic compounds""","48","3","6.25","0.118583733239454","0.993635966356533","8621274,8623081,8629462"
"GO:0043606","GO:0043606","""formamide metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0015942","GO:0015942","""formate metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0009065","GO:0009065","""glutamine family amino acid catabolic process""","5","1","20","0.119353713057595","0.993635966356533","8622433"
"GO:0040007","GO:0040007","""growth""","5","1","20","0.119353713057595","0.993635966356533","8624075"
"GO:0019556","GO:0019556","""histidine catabolic process to glutamate and formamide""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0019557","GO:0019557","""histidine catabolic process to glutamate and formate""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0006548","GO:0006548","""histidine catabolic process""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0006547","GO:0006547","""histidine metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8618840"
"GO:0006555","GO:0006555","""methionine metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8628031"
"GO:0032787","GO:0032787","""monocarboxylic acid metabolic process""","101","5","4.95","0.109312467682648","0.993635966356533","8616467,8618840,8620371,8623273,8625750"
"GO:0031345","GO:0031345","""negative regulation of cell projection organization""","5","1","20","0.119353713057595","0.993635966356533","8615885"
"GO:0009892","GO:0009892","""negative regulation of metabolic process""","75","4","5.33","0.11867441476973","0.993635966356533","8616025,8626513,8628117,8629223"
"GO:0120033","GO:0120033","""negative regulation of plasma membrane bounded cell projection assembly""","5","1","20","0.119353713057595","0.993635966356533","8615885"
"GO:2000242","GO:2000242","""negative regulation of reproductive process""","5","1","20","0.119353713057595","0.993635966356533","8627992"
"GO:0031286","GO:0031286","""negative regulation of sorocarp stalk cell differentiation""","5","1","20","0.119353713057595","0.993635966356533","8627992"
"GO:0075262","GO:0075262","""negative regulation of spore-bearing organ development""","5","1","20","0.119353713057595","0.993635966356533","8627992"
"GO:1903666","GO:1903666","""positive regulation of asexual reproduction""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0031284","GO:0031284","""positive regulation of guanylate cyclase activity""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0030810","GO:0030810","""positive regulation of nucleotide biosynthetic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0045981","GO:0045981","""positive regulation of nucleotide metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:1900373","GO:1900373","""positive regulation of purine nucleotide biosynthetic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:1900544","GO:1900544","""positive regulation of purine nucleotide metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0032106","GO:0032106","""positive regulation of response to extracellular stimulus""","5","1","20","0.119353713057595","0.993635966356533","8628117"
"GO:0032109","GO:0032109","""positive regulation of response to nutrient levels""","5","1","20","0.119353713057595","0.993635966356533","8628117"
"GO:0062013","GO:0062013","""positive regulation of small molecule metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0050920","GO:0050920","""regulation of chemotaxis""","46","3","6.52","0.107810004841273","0.993635966356533","8618108,8624075,8629223"
"GO:0017157","GO:0017157","""regulation of exocytosis""","5","1","20","0.119353713057595","0.993635966356533","8629014"
"GO:0040008","GO:0040008","""regulation of growth""","5","1","20","0.119353713057595","0.993635966356533","8624075"
"GO:0031282","GO:0031282","""regulation of guanylate cyclase activity""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0030808","GO:0030808","""regulation of nucleotide biosynthetic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0006140","GO:0006140","""regulation of nucleotide metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0031647","GO:0031647","""regulation of protein stability""","5","1","20","0.119353713057595","0.993635966356533","8626671"
"GO:0031272","GO:0031272","""regulation of pseudopodium assembly""","5","1","20","0.119353713057595","0.993635966356533","8615885"
"GO:1900371","GO:1900371","""regulation of purine nucleotide biosynthetic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:1900542","GO:1900542","""regulation of purine nucleotide metabolic process""","5","1","20","0.119353713057595","0.993635966356533","8629223"
"GO:0009607","GO:0009607","""response to biotic stimulus""","72","4","5.56","0.106218588739722","0.993635966356533","8620966,8625513,8627224,8629083"
"GO:0097435","GO:0097435","""supramolecular fiber organization""","131","6","4.58","0.110854455690275","0.993635966356533","8616670,8617301,8618665,8626671,8627224,8629223"
"GO:0050919","GO:0050919","""negative chemotaxis""","24","2","8.33","0.12066334242219","0.999079359675034","8618108,8629223"
"GO:0007584","GO:0007584","""response to nutrient""","24","2","8.33","0.12066334242219","0.999079359675034","8625513,8629223"
"GO:0044208","GO:0044208","""'de novo' AMP biosynthetic process""","2","0","0","1","1",""
"GO:0044210","GO:0044210","""'de novo' CTP biosynthetic process""","1","0","0","1","1",""
"GO:0042351","GO:0042351","""'de novo' GDP-L-fucose biosynthetic process""","1","0","0","1","1",""
"GO:0006189","GO:0006189","""'de novo' IMP biosynthetic process""","7","0","0","1","1",""
"GO:0034354","GO:0034354","""'de novo' NAD biosynthetic process from tryptophan""","3","0","0","1","1",""
"GO:0034627","GO:0034627","""'de novo' NAD biosynthetic process""","3","0","0","1","1",""
"GO:0044205","GO:0044205","""'de novo' UMP biosynthetic process""","3","0","0","1","1",""
"GO:0070060","GO:0070060","""'de novo' actin filament nucleation""","2","0","0","1","1",""
"GO:0006207","GO:0006207","""'de novo' pyrimidine nucleobase biosynthetic process""","4","0","0","1","1",""
"GO:0031147","GO:0031147","""1-(3,5-dichloro-2,6-dihydroxy-4-methoxyphenyl)hexan-1-one metabolic process""","1","0","0","1","1",""
"GO:1902635","GO:1902635","""1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process""","1","0","0","1","1",""
"GO:1902633","GO:1902633","""1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process""","1","0","0","1","1",""
"GO:0009265","GO:0009265","""2'-deoxyribonucleotide biosynthetic process""","5","0","0","1","1",""
"GO:0009394","GO:0009394","""2'-deoxyribonucleotide metabolic process""","5","0","0","1","1",""
"GO:0006103","GO:0006103","""2-oxoglutarate metabolic process""","6","0","0","1","1",""
"GO:1990515","GO:1990515","""3' transitive RNA interference""","1","0","0","1","1",""
"GO:0061158","GO:0061158","""3'-UTR-mediated mRNA destabilization""","1","0","0","1","1",""
"GO:0006666","GO:0006666","""3-keto-sphinganine metabolic process""","1","0","0","1","1",""
"GO:1990514","GO:1990514","""5' transitive RNA interference""","1","0","0","1","1",""
"GO:0006015","GO:0006015","""5-phosphoribose 1-diphosphate biosynthetic process""","3","0","0","1","1",""
"GO:0046391","GO:0046391","""5-phosphoribose 1-diphosphate metabolic process""","3","0","0","1","1",""
"GO:0035998","GO:0035998","""7,8-dihydroneopterin 3'-triphosphate biosynthetic process""","1","0","0","1","1",""
"GO:0009452","GO:0009452","""7-methylguanosine RNA capping""","2","0","0","1","1",""
"GO:0006370","GO:0006370","""7-methylguanosine mRNA capping""","2","0","0","1","1",""
"GO:0006172","GO:0006172","""ADP biosynthetic process""","1","0","0","1","1",""
"GO:0046031","GO:0046031","""ADP metabolic process""","17","1","5.88","0.351141018732723","1","8616467"
"GO:0015866","GO:0015866","""ADP transport""","2","0","0","1","1",""
"GO:0006167","GO:0006167","""AMP biosynthetic process""","4","0","0","1","1",""
"GO:0046033","GO:0046033","""AMP metabolic process""","5","0","0","1","1",""
"GO:0044209","GO:0044209","""AMP salvage""","2","0","0","1","1",""
"GO:0080121","GO:0080121","""AMP transport""","1","0","0","1","1",""
"GO:0032011","GO:0032011","""ARF protein signal transduction""","1","0","0","1","1",""
"GO:0006754","GO:0006754","""ATP biosynthetic process""","3","0","0","1","1",""
"GO:0006757","GO:0006757","""ATP generation from ADP""","16","1","6.25","0.334398905307954","1","8616467"
"GO:0046034","GO:0046034","""ATP metabolic process""","22","1","4.55","0.428776600655506","1","8616467"
"GO:0042773","GO:0042773","""ATP synthesis coupled electron transport""","8","0","0","1","1",""
"GO:0015867","GO:0015867","""ATP transport""","3","0","0","1","1",""
"GO:0034314","GO:0034314","""Arp2/3 complex-mediated actin nucleation""","11","0","0","1","1",""
"GO:0090116","GO:0090116","""C-5 methylation of cytosine""","1","0","0","1","1",""
"GO:0015740","GO:0015740","""C4-dicarboxylate transport""","4","0","0","1","1",""
"GO:0080120","GO:0080120","""CAAX-box protein maturation""","2","0","0","1","1",""
"GO:0071586","GO:0071586","""CAAX-box protein processing""","2","0","0","1","1",""
"GO:0046705","GO:0046705","""CDP biosynthetic process""","1","0","0","1","1",""
"GO:0046704","GO:0046704","""CDP metabolic process""","1","0","0","1","1",""
"GO:0016024","GO:0016024","""CDP-diacylglycerol biosynthetic process""","2","0","0","1","1",""
"GO:0046341","GO:0046341","""CDP-diacylglycerol metabolic process""","2","0","0","1","1",""
"GO:0048208","GO:0048208","""COPII vesicle coating""","1","0","0","1","1",""
"GO:0090114","GO:0090114","""COPII-coated vesicle budding""","3","0","0","1","1",""
"GO:0006241","GO:0006241","""CTP biosynthetic process""","7","0","0","1","1",""
"GO:0046036","GO:0046036","""CTP metabolic process""","7","0","0","1","1",""
"GO:0044211","GO:0044211","""CTP salvage""","4","0","0","1","1",""
"GO:0046437","GO:0046437","""D-amino acid biosynthetic process""","1","0","0","1","1",""
"GO:0019478","GO:0019478","""D-amino acid catabolic process""","2","0","0","1","1",""
"GO:0046416","GO:0046416","""D-amino acid metabolic process""","3","0","0","1","1",""
"GO:0046177","GO:0046177","""D-gluconate catabolic process""","1","0","0","1","1",""
"GO:0019521","GO:0019521","""D-gluconate metabolic process""","3","0","0","1","1",""
"GO:0019303","GO:0019303","""D-ribose catabolic process""","1","0","0","1","1",""
"GO:0006014","GO:0006014","""D-ribose metabolic process""","1","0","0","1","1",""
"GO:0070179","GO:0070179","""D-serine biosynthetic process""","1","0","0","1","1",""
"GO:0036088","GO:0036088","""D-serine catabolic process""","1","0","0","1","1",""
"GO:0070178","GO:0070178","""D-serine metabolic process""","1","0","0","1","1",""
"GO:0031148","GO:0031148","""DIF-1 biosynthetic process""","1","0","0","1","1",""
"GO:0006305","GO:0006305","""DNA alkylation""","1","0","0","1","1",""
"GO:0071897","GO:0071897","""DNA biosynthetic process""","11","1","9.09","0.244026106664694","1","8623323"
"GO:0000737","GO:0000737","""DNA catabolic process, endonucleolytic""","1","0","0","1","1",""
"GO:0006308","GO:0006308","""DNA catabolic process""","2","0","0","1","1",""
"GO:0071103","GO:0071103","""DNA conformation change""","14","0","0","1","1",""
"GO:0000077","GO:0000077","""DNA damage checkpoint signaling""","8","0","0","1","1",""
"GO:0000729","GO:0000729","""DNA double-strand break processing""","1","0","0","1","1",""
"GO:0032508","GO:0032508","""DNA duplex unwinding""","10","0","0","1","1",""
"GO:0032392","GO:0032392","""DNA geometric change""","10","0","0","1","1",""
"GO:0015074","GO:0015074","""DNA integration""","2","0","0","1","1",""
"GO:0031570","GO:0031570","""DNA integrity checkpoint signaling""","10","0","0","1","1",""
"GO:0051103","GO:0051103","""DNA ligation involved in DNA repair""","1","0","0","1","1",""
"GO:0006266","GO:0006266","""DNA ligation""","1","0","0","1","1",""
"GO:0006259","GO:0006259","""DNA metabolic process""","125","1","0.8","0.959538812966979","1","8623323"
"GO:0032776","GO:0032776","""DNA methylation on cytosine""","1","0","0","1","1",""
"GO:0044728","GO:0044728","""DNA methylation or demethylation""","1","0","0","1","1",""
"GO:0006306","GO:0006306","""DNA methylation""","1","0","0","1","1",""
"GO:0006304","GO:0006304","""DNA modification""","3","0","0","1","1",""
"GO:0006310","GO:0006310","""DNA recombination""","23","0","0","1","1",""
"GO:0006281","GO:0006281","""DNA repair""","77","0","0","1","1",""
"GO:0000076","GO:0000076","""DNA replication checkpoint signaling""","3","0","0","1","1",""
"GO:0006270","GO:0006270","""DNA replication initiation""","4","0","0","1","1",""
"GO:0043137","GO:0043137","""DNA replication, removal of RNA primer""","1","0","0","1","1",""
"GO:0006269","GO:0006269","""DNA replication, synthesis of RNA primer""","1","0","0","1","1",""
"GO:0006260","GO:0006260","""DNA replication""","40","0","0","1","1",""
"GO:0009307","GO:0009307","""DNA restriction-modification system""","2","0","0","1","1",""
"GO:0006271","GO:0006271","""DNA strand elongation involved in DNA replication""","6","0","0","1","1",""
"GO:0022616","GO:0022616","""DNA strand elongation""","6","0","0","1","1",""
"GO:0000731","GO:0000731","""DNA synthesis involved in DNA repair""","1","0","0","1","1",""
"GO:0006265","GO:0006265","""DNA topological change""","4","0","0","1","1",""
"GO:0006261","GO:0006261","""DNA-templated DNA replication""","13","0","0","1","1",""
"GO:0006354","GO:0006354","""DNA-templated transcription elongation""","7","0","0","1","1",""
"GO:0006352","GO:0006352","""DNA-templated transcription initiation""","19","0","0","1","1",""
"GO:0006353","GO:0006353","""DNA-templated transcription termination""","1","0","0","1","1",""
"GO:0006351","GO:0006351","""DNA-templated transcription""","175","4","2.29","0.645363948637063","1","8622088,8626255,8627992,8628117"
"GO:0001173","GO:0001173","""DNA-templated transcriptional start site selection""","1","0","0","1","1",""
"GO:0036503","GO:0036503","""ERAD pathway""","6","0","0","1","1",""
"GO:0070371","GO:0070371","""ERK1 and ERK2 cascade""","1","0","0","1","1",""
"GO:0035350","GO:0035350","""FAD transmembrane transport""","3","0","0","1","1",""
"GO:0015883","GO:0015883","""FAD transport""","3","0","0","1","1",""
"GO:0035589","GO:0035589","""G protein-coupled purinergic nucleotide receptor signaling pathway""","7","1","14.29","0.163029545497725","1","8626513"
"GO:0000082","GO:0000082","""G1/S transition of mitotic cell cycle""","2","0","0","1","1",""
"GO:0000086","GO:0000086","""G2/M transition of mitotic cell cycle""","1","0","0","1","1",""
"GO:0042350","GO:0042350","""GDP-L-fucose biosynthetic process""","1","0","0","1","1",""
"GO:0046368","GO:0046368","""GDP-L-fucose metabolic process""","1","0","0","1","1",""
"GO:0009298","GO:0009298","""GDP-mannose biosynthetic process""","3","0","0","1","1",""
"GO:0019673","GO:0019673","""GDP-mannose metabolic process""","4","0","0","1","1",""
"GO:0006177","GO:0006177","""GMP biosynthetic process""","1","0","0","1","1",""
"GO:0046037","GO:0046037","""GMP metabolic process""","1","0","0","1","1",""
"GO:0006506","GO:0006506","""GPI anchor biosynthetic process""","7","0","0","1","1",""
"GO:0006505","GO:0006505","""GPI anchor metabolic process""","8","0","0","1","1",""
"GO:0006507","GO:0006507","""GPI anchor release""","1","0","0","1","1",""
"GO:0006183","GO:0006183","""GTP biosynthetic process""","2","0","0","1","1",""
"GO:0046039","GO:0046039","""GTP metabolic process""","2","0","0","1","1",""
"GO:0051645","GO:0051645","""Golgi localization""","3","0","0","1","1",""
"GO:0007030","GO:0007030","""Golgi organization""","4","0","0","1","1",""
"GO:0006895","GO:0006895","""Golgi to endosome transport""","2","0","0","1","1",""
"GO:0006893","GO:0006893","""Golgi to plasma membrane transport""","1","0","0","1","1",""
"GO:0006896","GO:0006896","""Golgi to vacuole transport""","2","0","0","1","1",""
"GO:0048193","GO:0048193","""Golgi vesicle transport""","26","0","0","1","1",""
"GO:0000372","GO:0000372","""Group I intron splicing""","1","0","0","1","1",""
"GO:0006188","GO:0006188","""IMP biosynthetic process""","9","0","0","1","1",""
"GO:0046040","GO:0046040","""IMP metabolic process""","9","0","0","1","1",""
"GO:0032264","GO:0032264","""IMP salvage""","2","0","0","1","1",""
"GO:0036498","GO:0036498","""IRE1-mediated unfolded protein response""","1","0","0","1","1",""
"GO:1902475","GO:1902475","""L-alpha-amino acid transmembrane transport""","1","0","0","1","1",""
"GO:0015807","GO:0015807","""L-amino acid transport""","1","0","0","1","1",""
"GO:0070981","GO:0070981","""L-asparagine biosynthetic process""","1","0","0","1","1",""
"GO:0070982","GO:0070982","""L-asparagine metabolic process""","1","0","0","1","1",""
"GO:0070778","GO:0070778","""L-aspartate transmembrane transport""","1","0","0","1","1",""
"GO:0097053","GO:0097053","""L-kynurenine catabolic process""","2","0","0","1","1",""
"GO:0097052","GO:0097052","""L-kynurenine metabolic process""","3","0","0","1","1",""
"GO:0033512","GO:0033512","""L-lysine catabolic process to acetyl-CoA via saccharopine""","1","0","0","1","1",""
"GO:0019474","GO:0019474","""L-lysine catabolic process to acetyl-CoA""","1","0","0","1","1",""
"GO:0019477","GO:0019477","""L-lysine catabolic process""","1","0","0","1","1",""
"GO:0046440","GO:0046440","""L-lysine metabolic process""","1","0","0","1","1",""
"GO:0071265","GO:0071265","""L-methionine biosynthetic process""","3","0","0","1","1",""
"GO:0019284","GO:0019284","""L-methionine salvage from S-adenosylmethionine""","2","0","0","1","1",""
"GO:0019509","GO:0019509","""L-methionine salvage from methylthioadenosine""","3","0","0","1","1",""
"GO:0071267","GO:0071267","""L-methionine salvage""","3","0","0","1","1",""
"GO:0009094","GO:0009094","""L-phenylalanine biosynthetic process""","1","0","0","1","1",""
"GO:0006559","GO:0006559","""L-phenylalanine catabolic process""","6","0","0","1","1",""
"GO:0006558","GO:0006558","""L-phenylalanine metabolic process""","6","0","0","1","1",""
"GO:0055129","GO:0055129","""L-proline biosynthetic process""","1","0","0","1","1",""
"GO:0006564","GO:0006564","""L-serine biosynthetic process""","4","0","0","1","1",""
"GO:0006565","GO:0006565","""L-serine catabolic process""","1","0","0","1","1",""
"GO:0006563","GO:0006563","""L-serine metabolic process""","9","0","0","1","1",""
"GO:0000165","GO:0000165","""MAPK cascade""","17","0","0","1","1",""
"GO:0006777","GO:0006777","""Mo-molybdopterin cofactor biosynthetic process""","6","0","0","1","1",""
"GO:0019720","GO:0019720","""Mo-molybdopterin cofactor metabolic process""","6","0","0","1","1",""
"GO:0006044","GO:0006044","""N-acetylglucosamine metabolic process""","1","0","0","1","1",""
"GO:0006491","GO:0006491","""N-glycan processing""","2","0","0","1","1",""
"GO:0017196","GO:0017196","""N-terminal peptidyl-methionine acetylation""","2","0","0","1","1",""
"GO:0006474","GO:0006474","""N-terminal protein amino acid acetylation""","3","0","0","1","1",""
"GO:0006480","GO:0006480","""N-terminal protein amino acid methylation""","1","0","0","1","1",""
"GO:0031365","GO:0031365","""N-terminal protein amino acid modification""","5","0","0","1","1",""
"GO:0006498","GO:0006498","""N-terminal protein lipidation""","1","0","0","1","1",""
"GO:0006499","GO:0006499","""N-terminal protein myristoylation""","1","0","0","1","1",""
"GO:0009435","GO:0009435","""NAD biosynthetic process""","6","0","0","1","1",""
"GO:0019674","GO:0019674","""NAD metabolic process""","6","0","0","1","1",""
"GO:0035352","GO:0035352","""NAD transmembrane transport""","1","0","0","1","1",""
"GO:0043132","GO:0043132","""NAD transport""","1","0","0","1","1",""
"GO:0010257","GO:0010257","""NADH dehydrogenase complex assembly""","2","0","0","1","1",""
"GO:0006734","GO:0006734","""NADH metabolic process""","1","0","0","1","1",""
"GO:0006116","GO:0006116","""NADH oxidation""","1","0","0","1","1",""
"GO:0006739","GO:0006739","""NADP metabolic process""","7","0","0","1","1",""
"GO:0006740","GO:0006740","""NADPH regeneration""","7","0","0","1","1",""
"GO:0007219","GO:0007219","""Notch signaling pathway""","5","0","0","1","1",""
"GO:0036265","GO:0036265","""RNA (guanine-N7)-methylation""","3","0","0","1","1",""
"GO:0031123","GO:0031123","""RNA 3'-end processing""","12","0","0","1","1",""
"GO:0000966","GO:0000966","""RNA 5'-end processing""","5","0","0","1","1",""
"GO:1990884","GO:1990884","""RNA acetylation""","1","0","0","1","1",""
"GO:0032774","GO:0032774","""RNA biosynthetic process""","181","4","2.21","0.671518816386447","1","8622088,8626255,8627992,8628117"
"GO:0036260","GO:0036260","""RNA capping""","2","0","0","1","1",""
"GO:0006401","GO:0006401","""RNA catabolic process""","18","0","0","1","1",""
"GO:0110154","GO:0110154","""RNA decapping""","1","0","0","1","1",""
"GO:0050779","GO:0050779","""RNA destabilization""","6","0","0","1","1",""
"GO:0006405","GO:0006405","""RNA export from nucleus""","6","0","0","1","1",""
"GO:0006403","GO:0006403","""RNA localization""","13","0","0","1","1",""
"GO:0016070","GO:0016070","""RNA metabolic process""","410","8","1.95","0.8167073270332","1","8617326,8621587,8622088,8623323,8624665,8626255,8627992,8628117"
"GO:0001510","GO:0001510","""RNA methylation""","15","0","0","1","1",""
"GO:0009451","GO:0009451","""RNA modification""","30","1","3.33","0.534236440291052","1","8623323"
"GO:0090502","GO:0090502","""RNA phosphodiester bond hydrolysis, endonucleolytic""","20","0","0","1","1",""
"GO:0090503","GO:0090503","""RNA phosphodiester bond hydrolysis, exonucleolytic""","6","0","0","1","1",""
"GO:0090501","GO:0090501","""RNA phosphodiester bond hydrolysis""","31","0","0","1","1",""
"GO:0043631","GO:0043631","""RNA polyadenylation""","6","0","0","1","1",""
"GO:1990114","GO:1990114","""RNA polymerase II core complex assembly""","1","0","0","1","1",""
"GO:0051123","GO:0051123","""RNA polymerase II preinitiation complex assembly""","2","0","0","1","1",""
"GO:0006396","GO:0006396","""RNA processing""","179","2","1.12","0.943033825112813","1","8617326,8623323"
"GO:0000394","GO:0000394","""RNA splicing, via endonucleolytic cleavage and ligation""","1","0","0","1","1",""
"GO:0000377","GO:0000377","""RNA splicing, via transesterification reactions with bulged adenosine as nucleophile""","45","0","0","1","1",""
"GO:0000376","GO:0000376","""RNA splicing, via transesterification reactions with guanosine as nucleophile""","1","0","0","1","1",""
"GO:0000375","GO:0000375","""RNA splicing, via transesterification reactions""","46","0","0","1","1",""
"GO:0008380","GO:0008380","""RNA splicing""","64","0","0","1","1",""
"GO:0043489","GO:0043489","""RNA stabilization""","1","0","0","1","1",""
"GO:0050658","GO:0050658","""RNA transport""","13","0","0","1","1",""
"GO:0031047","GO:0031047","""RNA-mediated gene silencing""","13","0","0","1","1",""
"GO:0035194","GO:0035194","""RNA-mediated post-transcriptional gene silencing""","10","0","0","1","1",""
"GO:0001172","GO:0001172","""RNA-templated transcription""","3","0","0","1","1",""
"GO:0032482","GO:0032482","""Rab protein signal transduction""","5","0","0","1","1",""
"GO:0016601","GO:0016601","""Rac protein signal transduction""","4","0","0","1","1",""
"GO:0032486","GO:0032486","""Rap protein signal transduction""","2","0","0","1","1",""
"GO:0007265","GO:0007265","""Ras protein signal transduction""","29","0","0","1","1",""
"GO:0007266","GO:0007266","""Rho protein signal transduction""","2","0","0","1","1",""
"GO:0033353","GO:0033353","""S-adenosylmethionine cycle""","2","0","0","1","1",""
"GO:0010265","GO:0010265","""SCF complex assembly""","5","0","0","1","1",""
"GO:0035494","GO:0035494","""SNARE complex disassembly""","1","0","0","1","1",""
"GO:0006614","GO:0006614","""SRP-dependent cotranslational protein targeting to membrane""","7","0","0","1","1",""
"GO:0031929","GO:0031929","""TOR signaling""","16","0","0","1","1",""
"GO:0038202","GO:0038202","""TORC1 signaling""","1","0","0","1","1",""
"GO:0038203","GO:0038203","""TORC2 signaling""","6","0","0","1","1",""
"GO:0034474","GO:0034474","""U2 snRNA 3'-end processing""","1","0","0","1","1",""
"GO:1903241","GO:1903241","""U2-type prespliceosome assembly""","1","0","0","1","1",""
"GO:0034477","GO:0034477","""U6 snRNA 3'-end processing""","1","0","0","1","1",""
"GO:0006225","GO:0006225","""UDP biosynthetic process""","1","0","0","1","1",""
"GO:0046048","GO:0046048","""UDP metabolic process""","1","0","0","1","1",""
"GO:0006048","GO:0006048","""UDP-N-acetylglucosamine biosynthetic process""","3","0","0","1","1",""
"GO:0006047","GO:0006047","""UDP-N-acetylglucosamine metabolic process""","3","0","0","1","1",""
"GO:0097359","GO:0097359","""UDP-glucosylation""","1","0","0","1","1",""
"GO:0006222","GO:0006222","""UMP biosynthetic process""","8","0","0","1","1",""
"GO:0046049","GO:0046049","""UMP metabolic process""","8","0","0","1","1",""
"GO:0044206","GO:0044206","""UMP salvage""","5","0","0","1","1",""
"GO:0006228","GO:0006228","""UTP biosynthetic process""","2","0","0","1","1",""
"GO:0046051","GO:0046051","""UTP metabolic process""","2","0","0","1","1",""
"GO:0009650","GO:0009650","""UV protection""","1","0","0","1","1",""
"GO:0006083","GO:0006083","""acetate metabolic process""","1","0","0","1","1",""
"GO:0019427","GO:0019427","""acetyl-CoA biosynthetic process from acetate""","1","0","0","1","1",""
"GO:0006086","GO:0006086","""acetyl-CoA biosynthetic process from pyruvate""","4","0","0","1","1",""
"GO:0006085","GO:0006085","""acetyl-CoA biosynthetic process""","5","0","0","1","1",""
"GO:0006084","GO:0006084","""acetyl-CoA metabolic process""","9","1","11.11","0.204551820820062","1","8621351"
"GO:0015876","GO:0015876","""acetyl-CoA transport""","1","0","0","1","1",""
"GO:0051764","GO:0051764","""actin crosslink formation""","6","1","16.67","0.141467629924622","1","8616670"
"GO:0031532","GO:0031532","""actin cytoskeleton reorganization""","4","0","0","1","1",""
"GO:0070650","GO:0070650","""actin filament bundle distribution""","1","0","0","1","1",""
"GO:0051693","GO:0051693","""actin filament capping""","5","0","0","1","1",""
"GO:0030042","GO:0030042","""actin filament depolymerization""","17","0","0","1","1",""
"GO:0030043","GO:0030043","""actin filament fragmentation""","1","0","0","1","1",""
"GO:0030041","GO:0030041","""actin filament polymerization""","62","2","3.23","0.463797416354944","1","8617301,8618665"
"GO:0051014","GO:0051014","""actin filament severing""","2","0","0","1","1",""
"GO:0051695","GO:0051695","""actin filament uncapping""","1","0","0","1","1",""
"GO:0030048","GO:0030048","""actin filament-based movement""","4","0","0","1","1",""
"GO:0030047","GO:0030047","""actin modification""","1","0","0","1","1",""
"GO:0045010","GO:0045010","""actin nucleation""","19","0","0","1","1",""
"GO:0008154","GO:0008154","""actin polymerization or depolymerization""","73","2","2.74","0.550976497477893","1","8617301,8618665"
"GO:0031247","GO:0031247","""actin rod assembly""","1","0","0","1","1",""
"GO:0070252","GO:0070252","""actin-mediated cell contraction""","3","0","0","1","1",""
"GO:0033275","GO:0033275","""actin-myosin filament sliding""","3","0","0","1","1",""
"GO:0090630","GO:0090630","""activation of GTPase activity""","21","1","4.76","0.414026067276117","1","8629223"
